fireID,orig,start_edit,end_edit,modis,fih_fire_t,date_adj
4285_f,2006-01-22,2006-01-22,2006-02-04,manual_check,WF,manual
4286_f,2006-02-05,2006-02-05,2006-02-05,manual_check,WF,manual
4270_f,2006-05-02,2006-04-30,2006-05-12,manual_check,PB,manual
4256_f,2006-05-04,2006-05-11,2006-05-13,manual_check,PB,manual
4252_f,2006-05-19,2006-05-18,2006-05-25,manual_check,PB,manual
4259_f,2006-06-06,2006-06-03,2006-06-06,manual_check,PB,manual
4268_f,2006-05-23,2006-06-03,2006-06-12,manual_check,PB,manual
4516_f,2006-07-01,2006-07-16,2006-07-19,manual_check,PB,manual
4524_f,2006-10-06,2006-09-27,2006-10-19,manual_check,PB,manual
4512_f,2006-10-31,2006-10-10,2006-10-31,manual_check,PB,manual
4527_f,2006-10-19,2006-10-20,2006-10-28,manual_check,WF,manual
4513_f,2006-10-31,2006-10-31,2006-10-31,manual_check,PB,manual
4503_f,2007-01-26,2007-01-27,2007-02-04,manual_check,WF,manual
4487_f,2007-01-29,2007-01-29,2007-02-07,manual_check,WF,manual
4457_f,2007-05-17,2007-04-21,2007-04-28,manual_check,PB,manual
4460_f,2007-05-11,2007-04-27,2007-05-11,manual_check,PB,manual
4458_f,2007-05-17,2007-04-28,2007-05-17,manual_check,PB,manual
4451_f,2007-05-07,2007-05-07,2007-05-07,manual_check,PB,manual
4449_f,2007-06-10,2007-06-03,2007-06-10,manual_check,PB,manual
5059_f,2007-09-16,2007-09-16,2007-09-16,manual_check,PB,manual
4971_f,2007-10-14,2007-10-12,2007-10-14,manual_check,PB,manual
4978_f,2007-10-14,2007-10-14,2007-11-04,manual_check,PB,manual
4999_f,2007-10-06,2007-10-25,2007-11-02,manual_check,PB,manual
5002_f,2007-11-02,2007-11-01,2007-11-20,manual_check,PB,manual
4552_f,2008-04-16,2008-04-12,2008-04-14,manual_check,PB,manual
5257_f,2008-10-11,2008-08-11,2008-08-18,manual_check,PB,manual
5238_f,2008-10-11,2008-10-11,2008-10-14,manual_check,PB,manual
5240_f,2008-11-13,2008-10-18,2008-11-13,manual_check,PB,manual
5236_f,2008-10-18,2008-10-18,2008-10-19,manual_check,PB,manual
5239_f,2008-11-13,2008-11-13,2008-10-17,manual_check,PB,manual
5580_f,2009-09-20,2009-05-28,2009-06-07,manual_check,PB,manual
5070_f,2009-05-30,2009-05-29,2009-06-06,manual_check,PB,manual
5074_f,2009-06-09,2009-05-29,2009-06-17,manual_check,PB,manual
5336_f,2009-06-15,2009-06-13,2009-06-15,manual_check,PB,manual
5573_f,2009-09-19,2009-09-19,2009-10-13,manual_check,PB,manual
5572_f,2009-10-05,2009-10-05,2009-10-17,manual_check,PB,manual
5569_f,2009-10-08,2009-10-08,2009-10-08,manual_check,PB,manual
5570_f,2009-10-09,2009-10-09,2009-10-17,manual_check,PB,manual
5571_f,2009-10-09,2009-10-09,2009-10-09,manual_check,PB,manual
5594_f,2009-10-22,2009-10-19,2009-10-22,manual_check,PB,manual
5578_f,2009-11-08,2009-10-27,2009-11-08,manual_check,PB,manual
5597_f,2009-11-01,2009-11-01,2009-11-02,manual_check,PB,manual
5473_f,2010-02-06,2010-02-06,2010-02-09,manual_check,WF,manual
5504_f,2010-05-03,2010-04-10,2010-04-19,manual_check,PB,manual
5500_f,2010-05-03,2010-04-19,2010-05-03,manual_check,PB,manual
5486_f,2010-05-17,2010-04-20,2010-05-08,manual_check,PB,manual
5495_f,2010-04-28,2010-04-20,2010-05-12,manual_check,PB,manual
5489_f,2010-04-27,2010-04-27,2010-04-29,manual_check,PB,manual
5485_f,2010-05-03,2010-05-03,2010-05-03,manual_check,PB,manual
5494_f,2010-05-31,2010-05-26,2010-06-10,manual_check,PB,manual
5614_f,2010-09-21,2010-09-21,2010-09-21,manual_check,PB,manual
5797_f,2010-12-21,2010-12-21,2010-12-30,manual_check,WF,manual
5620_f,2011-05-16,2011-05-04,2011-05-09,manual_check,PB,manual
5622_f,2011-05-29,2011-05-12,2011-05-29,manual_check,PB,manual
5966_f,2011-08-27,2011-08-27,2011-08-27,manual_check,PB,manual
5971_f,2011-10-22,2011-10-01,2011-10-07,manual_check,PB,manual
5960_f,2011-11-16,2011-11-12,2011-11-23,manual_check,PB,manual
5962_f,2011-11-12,2011-11-12,2011-11-12,manual_check,PB,manual
5989_f,2011-11-19,2011-11-19,2011-11-20,manual_check,PB,manual
5954_f,2012-06-05,2012-06-05,2012-06-05,manual_check,PB,manual
0244_f,2013-10-22,2013-10-13,2013-10-22,manual_check,PB,manual
0094_f,2013-11-08,2013-10-17,2013-10-21,manual_check,PB,manual
0097_f,2013-11-08,2013-10-23,2013-10-23,manual_check,PB,manual
0246_f,2013-10-25,2013-10-25,2013-10-30,manual_check,PB,manual
0350_f,2014-09-17,2014-09-17,2014-09-17,manual_check,PB,manual
6385_f,2014-10-30,2014-10-30,2014-11-05,manual_check,PB,manual
0452_f,2015-01-10,2015-01-06,2015-01-10,manual_check,WF,manual
0471_f,2015-03-03,2015-01-31,2015-02-07,manual_check,WF,manual
0472_f,2015-03-03,2015-02-04,2015-02-06,manual_check,WF,manual
0469_f,2015-02-08,2015-02-08,2015-02-08,manual_check,WF,manual
0330_f,2014-10-15,2015-04-21,2015-04-27,manual_check,PB,manual
0440_f,2015-04-28,2015-04-27,2015-04-28,manual_check,PB,manual
6382_f,2014-09-25,2015-05-02,2015-05-02,manual_check,PB,manual
0439_f,2015-05-13,2015-05-03,2015-05-13,manual_check,PB,manual
0438_f,2015-05-12,2015-05-12,2015-05-15,manual_check,PB,manual
0336_f,2015-05-15,2015-05-13,2015-05-15,manual_check,PB,manual
0277_f,2015-05-15,2015-05-15,2015-05-15,manual_check,WF,manual
6387_f,2015-09-25,2015-05-31,2015-06-02,manual_check,PB,manual
0622_f,2015-08-27,2015-08-14,2015-08-27,manual_check,PB,manual
0631_f,2015-09-27,2015-09-07,2015-09-29,manual_check,PB,manual
6386_f,2015-09-25,2015-09-09,2015-09-25,manual_check,PB,manual
0790_f,2015-09-09,2015-09-09,2015-09-25,manual_check,WF,manual
0610_f,2015-09-16,2015-09-16,2015-09-16,manual_check,PB,manual
0621_f,2015-09-21,2015-09-21,2015-09-24,manual_check,PB,manual
0656_f,2015-09-24,2015-09-24,2015-09-24,manual_check,PB,manual
0636_f,2015-10-16,2015-10-26,2015-10-16,manual_check,PB,manual
0928_f,2016-01-18,2016-01-06,2016-01-13,manual_check,WF,manual
0935_f,2016-04-01,2016-04-01,2016-04-01,manual_check,PB,manual
2377_f,2016-10-03,2016-10-03,2016-10-18,manual_check,PB,manual
2145_f,2016-09-21,2016-10-05,2016-10-21,manual_check,PB,manual
2168_f,2016-09-02,2016-10-11,2016-10-13,manual_check,PB,manual
2169_f,2016-09-02,2016-10-11,2016-10-12,manual_check,PB,manual
2158_f,2016-10-31,2016-10-12,2016-10-17,manual_check,PB,manual
2161_f,2016-11-02,2016-10-12,2016-10-27,manual_check,PB,manual
2390_f,2016-10-13,2016-10-13,2016-10-28,manual_check,PB,manual
2150_f,2016-10-13,2016-10-13,2016-10-16,manual_check,PB,manual
2381_f,2016-10-21,2016-10-21,2016-10-23,manual_check,PB,manual
2146_f,2016-10-21,2016-10-21,2016-10-22,manual_check,PB,manual
2391_f,2016-10-22,2016-10-22,2016-11-01,manual_check,PB,manual
2544_f,2016-09-16,2016-10-28,2016-11-03,manual_check,PB,manual
2545_f,2016-09-16,2016-11-01,2016-11-03,manual_check,PB,manual
2444_f,2017-01-26,2017-01-26,2017-01-26,manual_check,WF,manual
2426_f,2017-03-28,2017-03-28,2017-05-03,manual_check,PB,manual
2436_f,2017-05-03,2017-05-03,2017-05-04,manual_check,PB,manual
2446_f,2017-06-06,2017-06-01,2017-06-07,manual_check,PB,manual
6390_f,2017-10-31,2017-09-16,2017-09-19,manual_check,PB,manual
2557_f,2017-08-28,2017-10-14,2017-10-14,manual_check,PB,manual
6395_f,2017-10-20,2017-10-20,2017-11-06,manual_check,PB,manual
6391_f,2017-10-31,2017-10-31,2017-10-31,manual_check,PB,manual
2823_f,2018-01-14,2018-01-14,2018-01-14,manual_check,WF,manual
2772_f,2018-04-11,2018-04-20,2018-04-21,manual_check,PB,manual
2767_f,2018-04-29,2018-04-27,2018-05-22,manual_check,PB,manual
2768_f,2018-04-30,2018-04-27,2018-05-18,manual_check,PB,manual
3822_f,2018-09-27,2018-09-26,2018-10-16,manual_check,PB,manual
3990_f,2018-10-02,2018-10-02,2018-10-11,manual_check,PB,manual
6397_f,2018-10-28,2018-10-27,2018-10-28,manual_check,PB,manual
3982_f,2018-10-01,2018-10-30,2018-10-30,manual_check,PB,manual
5205_f,2018-10-29,2018-11-06,2018-11-07,manual_check,PB,manual
3772_f,2018-12-16,2018-12-16,2018-12-16,manual_check,WF,manual
3778_f,2019-01-10,2019-01-10,2019-01-10,manual_check,WF,manual
3791_f,2019-03-04,2019-03-04,2019-03-12,manual_check,WF,manual
6396_f,2018-10-28,2019-04-22,2019-04-24,manual_check,PB,manual
5217_f,2018-10-30,2019-05-01,2019-05-12,manual_check,PB,manual
3803_f,2019-05-10,2019-05-10,2019-05-28,manual_check,PB,manual
4772_f,2019-09-29,2019-09-12,2019-09-12,manual_check,PB,manual
4803_f,2019-09-27,2019-09-27,2019-09-27,manual_check,PB,manual
4757_f,2019-08-22,2019-11-04,2019-11-04,manual_check,PB,manual
4769_f,2019-09-29,2019-11-06,2019-11-06,manual_check,PB,manual
4589_f,2019-11-28,2019-11-28,2019-11-28,manual_check,PB,manual
3744_f,2020-04-29,2020-04-29,2020-04-29,manual_check,PB,manual
3742_f,2020-06-10,2020-06-10,2020-06-10,manual_check,PB,manual
6154_f,2020-08-26,2020-08-26,2020-08-26,manual_check,PB,manual
6157_f,2020-10-06,2020-10-06,2020-10-11,manual_check,PB,manual
6400_f,2020-10-17,2020-10-17,2020-10-19,manual_check,PB,manual
6405_f,2020-10-12,2021-04-27,2021-04-27,manual_check,PB,manual
4125_f,2005-04-18,2004-10-15,2004-11-04,manual_check,PB,manual
0614_f,2015-09-16,2015-10-09,2015-10-09,manual_check,PB,manual
0089_f,2013-11-08,2013-10-26,2013-11-08,manual_check,PB,manual
0325_f,2014-10-13,2014-09-19,2014-10-13,manual_check,PB,manual
0379_f,2014-10-15,2014-10-03,2014-10-15,manual_check,PB,manual
0605_f,2015-09-16,2015-09-16,2015-10-09,manual_check,PB,manual
0616_f,2015-09-16,2015-10-09,2015-10-09,manual_check,PB,manual
0628_f,2015-09-18,2015-09-09,2015-09-18,manual_check,PB,manual
0637_f,2015-10-16,2015-10-24,2015-11-10,manual_check,PB,manual
0653_f,2015-11-06,2015-10-10,2015-10-13,manual_check,PB,manual
0957_f,2015-07-01,2015-10-06,2015-10-06,manual_check,PB,manual
0969_f,2015-09-16,2015-10-10,2015-10-10,manual_check,PB,manual
2144_f,2016-08-26,2016-10-27,2016-11-03,manual_check,PB,manual
2148a_f,2016-10-12,2016-10-12,2016-10-12,manual_check,PB,manual
2148b_f,2016-10-12,2016-10-12,2016-10-12,manual_check,PB,manual
2157_f,2016-10-30,2016-10-30,2016-10-30,manual_check,PB,manual
2769_f,2018-05-11,2018-05-11,2018-05-12,manual_check,PB,manual
2950_f,2018-04-01,2018-05-22,2018-05-22,manual_check,PB,manual
2953_f,2018-04-01,2018-05-02,2018-05-02,manual_check,PB,manual
2959_f,2018-04-01,2018-05-22,2018-05-22,manual_check,PB,manual
3740_f,2020-06-10,2020-04-27,2020-05-20,manual_check,PB,manual
3823_f,2018-11-03,2019-04-24,2019-04-24,manual_check,PB,manual
4000_f,2018-10-16,2018-10-16,2018-10-25,manual_check,PB,manual
4379_f,2005-11-13,2006-06-11,2006-06-14,manual_check,PB,manual
4400_f,2005-10-19,2005-10-19,2005-10-20,manual_check,PB,manual
4771_f,2019-09-29,2019-09-27,2019-09-29,manual_check,PB,manual
5234_f,2008-11-30,2008-12-27,2009-01-11,manual_check,PB,manual
5251_f,2008-11-02,2008-08-09,2008-08-23,manual_check,PB,manual
5252_f,2008-10-16,2008-11-02,2008-11-08,manual_check,PB,manual
5587_f,2009-08-04,2009-08-04,2009-08-04,manual_check,PB,manual
5623_f,2010-08-23,2010-08-02,2010-08-02,manual_check,PB,manual
5972_f,2011-10-22,2011-10-22,2011-10-22,manual_check,PB,manual
5996_f,2011-11-01,2011-05-12,2011-05-12,manual_check,PB,manual
6384_f,2014-10-30,2015-04-16,2015-04-24,manual_check,PB,manual
6394_f,2017-10-20,2018-05-09,2018-05-12,manual_check,PB,manual
2152c_f,2016-10-22,2016-10-22,2016-10-22,manual_check,PB,manual
2152d_f,2016-10-22,2016-10-22,2016-10-22,manual_check,PB,manual
4131a_f,2005-05-30,2005-05-30,2005-05-16,manual_check,PB,manual
4131b_f,2005-05-30,2005-05-30,2005-05-16,manual_check,PB,manual
4141a_f,2005-04-07,2004-11-15,2004-11-15,manual_check,PB,manual
4141b_f,2005-04-07,2004-11-15,2004-11-15,manual_check,PB,manual
4399a_f,2005-11-16,2005-11-16,2005-11-16,manual_check,PB,manual
4399b_f,2005-11-16,2005-11-16,2005-11-16,manual_check,PB,manual
4399c_f,2005-11-16,2005-11-16,2005-11-16,manual_check,PB,manual
4760b_f,2019-08-28,2019-10-27,2019-10-27,manual_check,PB,manual
5982_f,2011-11-12,2011-09-08,2011-09-14,manual_check,PB,manual
4399d_f,2005-11-16,2005-06-01,2005-06-07,manual_check,PB,manual
2561a_f,2017-09-05,2017-11-01,2017-11-01,manual_check,PB,manual
2556a_f,2017-08-28,2017-08-28,2017-08-28,no_modis,PB,no_adj
4124a_f,2005-04-18,2004-09-15,2004-09-15,manual_check,PB,modis_1k
4126a_f,2005-04-18,2004-09-17,2004-09-25,manual_check,PB,modis_1k
4756a_f,2019-08-22,2019-08-22,2019-08-22,no_modis,PB,no_adj
4805a_f,2019-10-16,2020-05-01,2020-05-01,manual_check,PB,modis_1k
4124b_f,2005-04-18,2005-04-17,2005-04-19,manual_check,PB,modis_1k
2556b_f,2017-08-28,2017-08-28,2017-08-28,no_modis,PB,no_adj
2556c_f,2017-08-28,2017-08-28,2017-08-28,no_modis,PB,no_adj
4805b_f,2019-10-16,2019-10-16,2019-10-16,manual_check,PB,modis_1k
4756b_f,2019-08-22,2019-10-17,2019-10-21,manual_check,PB,modis_1k
4756c_f,2019-08-22,2019-08-22,2019-08-22,no_modis,PB,no_adj
5337_f,2009-06-15,2009-06-15,2009-06-15,no_modis,PB,no_adj
4126b_f,2005-04-18,2004-04-18,2004-04-18,manual_check,PB,manual
4255_f,2006-05-25,2005-04-18,2005-04-18,no_modis,PB,no_adj
4257_f,2006-06-09,2006-06-09,2006-06-09,no_modis,PB,no_adj
4253_f,2006-05-04,2005-05-04,2005-05-04,no_modis,PB,no_adj
4261_f,2006-06-18,2006-06-18,2006-06-18,no_modis,PB,no_adj
4973_f,2007-10-22,2007-10-22,2007-10-22,no_modis,PB,no_adj
4452_f,2007-05-23,2007-05-23,2007-05-23,no_modis,PB,no_adj
4454_f,2005-05-17,2005-05-09,2005-05-17,1k,PB,modis_1k
4461_f,2007-04-21,2007-04-21,2007-04-21,no_modis,PB,no_adj
5991_f,2011-11-12,2011-11-12,2011-11-12,no_modis,PB,no_adj
5987_f,2011-11-15,2011-10-07,2011-10-14,manual_check,PB,manual
5957_f,2012-05-30,2012-05-30,2012-05-30,1k,PB,modis_1k
5391_f,2013-05-17,2013-05-17,2013-05-17,1k,PB,modis_1k
0362_f,2014-07-01,2014-07-01,2014-07-01,no_modis,PB,no_adj
0437_f,2015-06-11,2015-06-11,2015-06-11,no_modis,PB,no_adj
5577_f,2009-08-04,2009-08-04,2009-08-04,no_modis,PB,no_adj
0367_f,2014-10-17,2014-10-17,2014-10-22,manual_check,PB,manual
6383_f,2014-09-25,2014-09-25,2014-09-25,no_modis,PB,no_adj
0260_f,2015-04-21,2015-04-21,2015-04-21,1k,PB,modis_1k
0249_f,2015-06-10,2015-06-10,2015-06-10,no_modis,PB,no_adj
2152e_f,2016-10-22,2016-05-12,2016-05-12,manual_check,PB,manual
2152b_f,2016-10-22,2016-05-12,2016-05-12,manual_check,PB,manual
2152a_f,2016-10-22,2016-10-22,2016-10-22,no_modis,PB,no_adj
2139_f,2016-07-07,2016-07-07,2016-07-07,no_modis,PB,no_adj
2138_f,2016-07-07,2016-07-07,2016-07-07,no_modis,PB,no_adj
0962_f,2016-04-06,2016-04-06,2016-04-07,manual_check,PB,manual
3999_f,2018-10-16,2018-10-16,2018-10-16,no_modis,PB,no_adj
3814_f,2018-07-10,2018-07-10,2018-07-10,no_modis,PB,no_adj
3813_f,2018-07-10,2018-11-01,2018-11-01,manual_check,PB,manual
5213_f,2018-10-26,2018-05-02,2018-05-03,manual_check,PB,manual
4755_f,2019-09-09,2019-09-09,2019-09-09,1k,PB,modis_1k
4760a_f,2019-08-28,2019-08-28,2019-08-28,no_modis,PB,no_adj
